id,name,level,parent,lineage,isActive,metadesc,metakeywords
2793,Screener,2,2275,/2275/2793/,1,NULL,NULL
2794,Screw Feeders,2,2275,/2275/2794/,1,NULL,NULL
2795,Scrubbers,2,2275,/2275/2795/,1,NULL,NULL
2796,Seperator,2,2275,/2275/2796/,1,NULL,NULL
2797,Sieve-Shakers,2,2275,/2275/2797/,1,NULL,NULL
2798,Sifter,2,2275,/2275/2798/,1,NULL,NULL
2799,Spooler,2,2275,/2275/2799/,1,NULL,NULL
2800,Spray Dryer,2,2275,/2275/2800/,1,NULL,NULL
2801,Steam Kettles,2,2275,/2275/2801/,1,NULL,NULL
2802,Submicron Media Mill,2,2275,/2275/2802/,1,NULL,NULL
2803,Tablet De Dusters,2,2275,/2275/2803/,1,NULL,NULL
2804,Take up roller,2,2275,/2275/2804/,1,NULL,NULL
2805,Tanks,2,2275,/2275/2805/,1,NULL,NULL
2806,Vacuum Dryer,2,2275,/2275/2806/,1,NULL,NULL
2807,Vial Filler,2,2275,/2275/2807/,1,NULL,NULL
2808,Vibrator,2,2275,/2275/2808/,1,NULL,NULL
2809,Vibrator Feeder,2,2275,/2275/2809/,1,NULL,NULL
2810,Aspirator,2,2276,/2276/2810/,1,NULL,NULL
2811,Cavity,2,2276,/2276/2811/,1,NULL,NULL
2812,Diaphragm,2,2276,/2276/2812/,1,NULL,NULL
2813,Dispensing,2,2276,/2276/2813/,1,NULL,NULL
2814,Gear,2,2276,/2276/2814/,1,NULL,NULL
2815,Hybridization,2,2276,/2276/2815/,1,NULL,NULL
2816,Misc,2,2276,/2276/2816/,1,NULL,NULL
2817,Peristaltic - Head and Drives,2,2276,/2276/2817/,1,Cole Parmer watson marlow,Cole Parmer
2818,Piston,2,2276,/2276/2818/,1,NULL,NULL
2819,Pressure,2,2276,/2276/2819/,1,NULL,NULL
2820,Rotary Lobe,2,2276,/2276/2820/,1,NULL,NULL
2821,Rotary Vane,2,2276,/2276/2821/,1,NULL,NULL
2822,Suppressors,2,2276,/2276/2822/,1,NULL,NULL
2823,Syringe,2,2276,/2276/2823/,1,NULL,NULL
2824,Vacuum,2,2276,/2276/2824/,1,NULL,NULL
2825,Vacuum/Compressors,2,2276,/2276/2825/,1,NULL,NULL
2826,Vacuum/Pressure,2,2276,/2276/2826/,1,NULL,NULL
2827,Geiger Counter,2,2277,/2277/2827/,0,NULL,NULL
2828,Sample Preparation,2,2277,/2277/2828/,0,NULL,NULL
2829,Scintillation,2,2277,/2277/2829/,0,NULL,NULL
2830,X Ray,2,2277,/2277/2830/,0,NULL,NULL
2831,Accessories,2,2278,/2278/2831/,1,NULL,NULL
2832,Controller,2,2278,/2278/2832/,1,NULL,NULL
2833,Dispensing Pot,2,2278,/2278/2833/,1,NULL,NULL
2834,Glass,2,2278,/2278/2834/,1,NULL,NULL
2835,Glass-lined,2,2278,/2278/2835/,1,NULL,NULL
2836,Other Types,2,2278,/2278/2836/,1,NULL,NULL
2837,Photochemical,2,2278,/2278/2837/,1,NULL,NULL
2838,Pressure,2,2278,/2278/2838/,1,NULL,NULL
2839,Rx Bombs,2,2278,/2278/2839/,1,NULL,NULL
2840,Sample Bombs,2,2278,/2278/2840/,1,NULL,NULL
2841,Shaking,2,2278,/2278/2841/,1,NULL,NULL
2842,Vessels,2,2278,/2278/2842/,1,NULL,NULL
2843,Controller,2,2279,/2279/2843/,1,NULL,NULL
2844,Data Logger,2,2279,/2279/2844/,1,NULL,NULL
2845,Flat Bed,2,2279,/2279/2845/,1,NULL,NULL
2846,Hybrid,2,2279,/2279/2846/,1,NULL,NULL
2847,Verticle Face,2,2279,/2279/2847/,1,NULL,NULL
2848,X-Y,2,2279,/2279/2848/,1,NULL,NULL
2849,Air Cooler,2,2280,/2280/2849/,1,NULL,NULL
2850,Cryogenic,2,2280,/2280/2850/,1,NULL,NULL
2851,Cryorefrigeration,2,2280,/2280/2851/,1,NULL,NULL
2852,Dry Shipper,2,2280,/2280/2852/,1,NULL,NULL
2853,Freezers,2,2280,/2280/2853/,1,NULL,NULL
2854,Ice Maker,2,2280,/2280/2854/,1,NULL,NULL
2855,LN / He Storage,2,2280,/2280/2855/,1,NULL,NULL
2856,Refrigerators,2,2280,/2280/2856/,1,NULL,NULL
2857,Steamer,2,2281,/2281/2857/,0,NULL,NULL
2858,Cylinder Stand,2,2283,/2283/2858/,1,NULL,NULL
2859,Extinguishers,2,2283,/2283/2859/,1,NULL,NULL
2860,Eye Wash,2,2283,/2283/2860/,1,NULL,NULL
2861,Other,2,2283,/2283/2861/,1,NULL,NULL
2862,Shields,2,2283,/2283/2862/,1,NULL,NULL
2863,Spill Kits,2,2283,/2283/2863/,1,NULL,NULL
2864,Storage,2,2283,/2283/2864/,1,NULL,NULL
2865,AA,2,2286,/2286/2865/,1,NULL,NULL
2866,Accessories,2,2286,/2286/2866/,1,NULL,NULL
2867,Adsorbance,2,2286,/2286/2867/,1,NULL,NULL
2868,Colorimeter,2,2286,/2286/2868/,1,NULL,NULL
2869,Digestor,2,2286,/2286/2869/,1,NULL,NULL
2870,Fluorescence,2,2286,/2286/2870/,1,NULL,NULL
2871,Fluorometer,2,2286,/2286/2871/,1,NULL,NULL
2872,FTIR,2,2286,/2286/2872/,1,NULL,NULL
2873,ICP,2,2286,/2286/2873/,1,NULL,NULL
2874,IR,2,2286,/2286/2874/,1,NULL,NULL
2875,Lamps,2,2286,/2286/2875/,1,NULL,NULL
2876,Microwave Digester,2,2286,/2286/2876/,0,NULL,NULL
2877,Nebulizer,2,2286,/2286/2877/,1,NULL,NULL
2878,NIR/UV-Vis,2,2286,/2286/2878/,1,NULL,NULL
2879,NMR,2,2286,/2286/2879/,1,NULL,NULL
2880,Other,2,2286,/2286/2880/,1,NULL,NULL
2881,UV/VIS,2,2286,/2286/2881/,1,NULL,NULL
2882,VIS,2,2286,/2286/2882/,1,NULL,NULL
2883,X Ray,2,2286,/2286/2883/,1,NULL,NULL
2884,Controller,2,2292,/2292/2884/,1,NULL,NULL
2885,Measurement,2,2292,/2292/2885/,1,NULL,NULL
2886,Reference,2,2292,/2292/2886/,1,NULL,NULL
2887,Thermocouples,2,2292,/2292/2887/,1,NULL,NULL
2888,Amplifier,2,2293,/2293/2888/,1,NULL,NULL
2889,Calibrator,2,2293,/2293/2889/,1,NULL,NULL
2890,Data Acq/Control,2,2293,/2293/2890/,1,NULL,NULL
2891,Electrometer,2,2293,/2293/2891/,1,NULL,NULL
2892,Meters,2,2293,/2293/2892/,1,NULL,NULL
2893,Network Analyzer,2,2293,/2293/2893/,1,NULL,NULL
2894,Oscilloscopes,2,2293,/2293/2894/,1,NULL,NULL
2895,Other,2,2293,/2293/2895/,1,NULL,NULL
2896,Power Amplifier,2,2293,/2293/2896/,1,NULL,NULL
2897,Power Supply,2,2293,/2293/2897/,1,NULL,NULL
2898,Wattmeter,2,2293,/2293/2898/,1,NULL,NULL
2899,Sealer,2,2295,/2295/2899/,1,NULL,NULL
2900,Tubing,2,2295,/2295/2900/,1,NULL,NULL
2901,Bath,2,2296,/2296/2901/,1,NULL,NULL
2902,Baths,2,2296,/2296/2902/,0,NULL,NULL
2903,Cell Disrupter,2,2296,/2296/2903/,1,NULL,NULL
2904,Power Supply,2,2296,/2296/2904/,1,NULL,NULL
2905,Lamps,2,2298,/2298/2905/,1,NULL,NULL
2906,Light ,2,2298,/2298/2906/,1,NULL,NULL
2907,Power Supply,2,2298,/2298/2907/,1,NULL,NULL
2908,Blower,2,2299,/2299/2908/,1,NULL,NULL
2909,Controller,2,2299,/2299/2909/,1,NULL,NULL
2910,Gauges,2,2299,/2299/2910/,1,NULL,NULL
2911,Leak Detector,2,2299,/2299/2911/,1,NULL,NULL
2912,Measurement,2,2299,/2299/2912/,0,NULL,NULL
2913,Miscellaneous,2,2299,/2299/2913/,1,NULL,NULL
2914,Mist Filter,2,2299,/2299/2914/,1,NULL,NULL
2915,Traps,2,2299,/2299/2915/,1,NULL,NULL
2916,Vacuum,2,2299,/2299/2916/,1,NULL,NULL
2917,Ferrules,2,2300,/2300/2917/,1,NULL,NULL
2918,Flame Arrester,2,2300,/2300/2918/,1,NULL,NULL
2919,Gas Regulators,2,2300,/2300/2919/,1,NULL,NULL
2920,HPLC,2,2300,/2300/2920/,1,NULL,NULL
2921,Regulators,2,2300,/2300/2921/,1,NULL,NULL
2922,Sanitary,2,2300,/2300/2922/,1,NULL,NULL
2923,Valves,2,2300,/2300/2923/,1,NULL,NULL
2924,Distillation,2,2302,/2302/2924/,1,NULL,NULL
2925,Filtration,2,2302,/2302/2925/,1,NULL,NULL
2926,Purification,2,2302,/2302/2926/,1,NULL,NULL
2927,Sterilization,2,2302,/2302/2927/,1,NULL,NULL
2928,Storage,2,2302,/2302/2928/,1,NULL,NULL
2929,Testing,2,2302,/2302/2929/,1,NULL,NULL
2930,DNA,2,2225,/2225/2930/,1,NULL,NULL
2932,Microtome,2,2262,/2262/2932/,0,NULL,NULL
2933,Gradient Maker,2,2262,/2262/2933/,1,NULL,NULL
2944,Extraction,1,0,/2944/,1,NULL,NULL
2945,Computers,1,0,/2945/,1,NULL,NULL
2949,Dielectrometer,2,2262,/2262/2949/,1,NULL,NULL
2950,Cotton Gin,1,0,/2950/,1,NULL,NULL
3113,Anaerobic,2,2270,/2270/3113/,1,NULL,NULL
3114,Anaerobic,2,2270,/2270/3114/,1,NULL,NULL
3180,Electroporator,2,2225,/2225/3180/,1,NULL,NULL
3181,Porator,2,2225,/2225/3181/,1,NULL,NULL
3182,Disperser,2,2268,/2268/3182/,1,NULL,NULL
3199,Torque,2,2262,/2262/3199/,0,NULL,NULL
3200,Torque,2,2262,/2262/3200/,1,NULL,NULL
3228,,2,2262,/2262/3228/,0,Opacity,NULL
3229,,2,2262,/2262/3229/,0,Cloud Point,NULL
3238,Opacity,2,2262,/2262/3238/,1,NULL,NULL
3239,roll mill,2,2266,/2266/3239/,0,NULL,NULL
3240,Dies,2,2272,/2272/3240/,1,NULL,NULL
3241,Microwave  ,1,0,/3241/,1,NULL,NULL
3242,Powder Feeder,2,2275,/2275/3242/,1,NULL,NULL
3243,Cyclone,2,2275,/2275/3243/,1,NULL,NULL
3244,Oxidizer,2,2262,/2262/3244/,1,NULL,NULL
3245,Grain Sampler,2,2262,/2262/3245/,1,NULL,NULL
3246,Reactors,2,3241,/3241/3246/,1,NULL,NULL
3247,Digesters,1,0,/3247/,1,NULL,NULL
3248,Optical,1,0,/3248/,0,NULL,NULL
3249,Opacity,1,0,/3249/,0,NULL,NULL
3250,Opacity,1,0,/3250/,0,NULL,NULL
3251,Opacity,1,0,/3251/,0,NULL,NULL
3252,testing 123,2,2265,/2265/3252/,0,NULL,NULL
3255,ovens,2,3241,/3241/3255/,1,NULL,NULL
3256,Digestion Systems,2,3241,/3241/3256/,1,NULL,NULL
3257,Impact Tester,2,2262,/2262/3257/,1,NULL,NULL
3258,Steam Generator,2,2275,/2275/3258/,1,NULL,NULL
3259,Cloud Point,2,2262,/2262/3259/,0,NULL,NULL
3260,Weight Checker,2,2223,/2223/3260/,1,NULL,NULL
3261,Samplers,1,0,/3261/,1,NULL,NULL
3262,Cutters,2,3261,/3261/3262/,1,NULL,NULL
3263,Oxidizer,2,3261,/3261/3263/,1,NULL,NULL
3264,Air,2,3261,/3261/3264/,1,NULL,NULL
3265,Well,2,3261,/3261/3265/,1,NULL,NULL
3266,Grain,2,3261,/3261/3266/,1,NULL,NULL
3267,Cloud Point,2,2262,/2262/3267/,1,NULL,NULL
3268,Weight Checker,2,2223,/2223/3268/,0,NULL,NULL
3273,Cylinders,2,2257,/2257/3273/,1,NULL,NULL
3274,Chromatography,2,2257,/2257/3274/,1,NULL,NULL
3275,Sublimation,2,2257,/2257/3275/,1,NULL,NULL
3276,"Vacuum, Traps",2,2257,/2257/3276/,1,NULL,NULL
3277,Vacuum,2,2257,/2257/3277/,1,NULL,NULL
3278,Miscellaneous,1,0,/3278/,1,NULL,NULL
3279,Sample Cutter,2,2262,/2262/3279/,1,NULL,NULL
3280,Pull Tester,2,2262,/2262/3280/,1,NULL,NULL
3281,Photography / Video,1,0,/3281/,1,NULL,NULL
3282,Optical,1,0,/3282/,1,NULL,NULL
3283,Sample Concentrator,2,2232,/2232/3283/,1,NULL,NULL
3284,Fabrication,2,2257,/2257/3284/,1,NULL,NULL
3286,Scratch,2,2262,/2262/3286/,1,NULL,NULL
3287,Roughness,2,2262,/2262/3287/,1,NULL,NULL
3288,Pilling,2,2262,/2262/3288/,1,NULL,NULL
3289,Calibration,2,2262,/2262/3289/,1,NULL,NULL
3290,Cineratot,1,0,/3290/,1,NULL,NULL
3291,cineratot,2,2258,/2258/3291/,0,NULL,NULL
3292,Cinerator,2,2258,/2258/3292/,1,NULL,NULL
3296,Stirrers / Magnetic,2,2258,/2258/3296/,1,NULL,NULL
3297,Hot Plate Stirrers,2,2258,/2258/3297/,1,NULL,NULL
3298,Super Critical Fluid,2,2944,/2944/3298/,1,NULL,NULL
3299,Solid Phase ,2,2944,/2944/3299/,1,NULL,NULL
3300,Spiral Platen,2,2225,/2225/3300/,1,NULL,NULL
3301,Conveyer,2,2275,/2275/3301/,1,NULL,NULL
3302,Isolation,2,2218,/2218/3302/,1,NULL,NULL
3303,Dew Point,2,2219,/2219/3303/,1,NULL,NULL
3311,Vacuum Process Equipment ,1,0,/3311/,1,NULL,NULL
3536,Sample Storage,2,2256,/2256/3536/,1,NULL,NULL
3537,Sample Storage ,2,2256,/2256/3537/,1,NULL,NULL
3538,Impellers,2,2268,/2268/3538/,1,NULL,NULL
3539,Propellers,2,2268,/2268/3539/,1,NULL,NULL
3540,Stirrers,2,2258,/2258/3540/,1,Used lab stir for mixing ,Corning Thermo Barnstead lab hot plate stir
3542,Light Source,2,2286,/2286/3542/,1,NULL,NULL
3546,Pressure Vessels,2,2278,/2278/3546/,1,Reactor high and low pressure reactors,Thermo Parr Autoclabe Engineers
3548,Laser,1,0,/3548/,1,NULL,NULL
3549,Semiconductor,1,0,/3549/,1,NULL,NULL
3550,Misc,2,2219,/2219/3550/,1,NULL,NULL
3552,Dry Gas,2,2245,/2245/3552/,1,NULL,NULL
3553,Porosimeter,2,2262,/2262/3553/,1,NULL,NULL
3554,Gel Imaging,2,2225,/2225/3554/,1,NULL,NULL
3555,SPE,2,2225,/2225/3555/,1,NULL,NULL
3556,Sigma,2,2268,/2268/3556/,1,NULL,NULL
3557,A Misc,1,0,/3557/,1,NULL,NULL
3558,AC,2,2269,/2269/3558/,1,NULL,NULL
3559,DC,2,2269,/2269/3559/,1,NULL,NULL
3560,Controllers,2,2269,/2269/3560/,1,NULL,NULL
3561,3 phase,2,2269,/2269/3561/,1,NULL,NULL
3562,Cell Washer,2,2225,/2225/3562/,1,NULL,NULL
3563,Magnetic Separator,2,2275,/2275/3563/,1,NULL,NULL
3564,Tachometer,2,2293,/2293/3564/,1,NULL,NULL
3565,Hammer,2,2266,/2266/3565/,1,NULL,NULL
3566,Vapor Ducts,2,2240,/2240/3566/,1,Buchi R/RE/R-110/R-111/R-120/R-121/RE-140 - Vapor ducts,"Buchi 23730 23737 27079 23748 23738 27078, 17484 17486 17488 17485 17487 17489"
3567,Braided Hose,2,2300,/2300/3567/,1,NULL,NULL
3568,Vacuum-Rebuilt,2,2276,/2276/3568/,1,Rebuilt Vacuum Pumps Welsh Welch Edwards  Sargent,Rebuilt Vacuum Pumps Welsh Welch Edwards  Sargent
3569,Fork Lift,1,0,/3569/,0,Explosion Proof Forklift,Fork Lift Excalibur Yale EXPLOSION PROOF Raymond GREGORY EX Fork lift
3570,Fork Lift,1,0,/3570/,1,NULL,NULL
3571,Fork Lift - Explosion Proof,2,3569,/3569/3571/,1,testing,NULL
3572,Vacuum-Tested,2,2276,/2276/3572/,1,NULL,NULL
3573,Vacuum Pump for parts,2,2276,/2276/3573/,1,NULL,NULL
3574,Heated Circulator Baths,2,2224,/2224/3574/,1,Heating bath that pumps / recirculates a fluid for heat transfer ,Thermo VWR Neslab Haake Lauda Julabo
3575,Open Baths,2,2224,/2224/3575/,1,NULL,NULL
3591,0.0004 4 place Decimal,2,2223,/2223/3591/,1,Scale balance laboratory science,4 place semi analytical
3592,0.003 3 place Decimal,2,2223,/2223/3592/,1,3 place balance,NULL
3593,0.01 2 place Decimal,2,2223,/2223/3593/,1,2 decimal place balance scale,NULL
3594,0.1 1 place Decimal,2,2223,/2223/3594/,1,1 place decimal point scale or balance,NULL
3595,1.0 Decimal place,2,2223,/2223/3595/,1,Scale balance,NULL
3596,Beam / Mechanical,2,2223,/2223/3596/,1,NULL,NULL
3597,Weights,2,2223,/2223/3597/,1,NULL,NULL
3598,Readouts,2,2223,/2223/3598/,1,NULL,NULL
3599,Readout,2,2299,/2299/3599/,1,Vacuum display readout,Vacuum display readout
3600,Readout and Gauge,2,2299,/2299/3600/,1,Vacuum Readout display and gauge,Vacuum Readout display and gauge
3601,Horns and Wands,2,2296,/2296/3601/,1,Ultrasonic horn and wands,Branson
3602,Bubble Flow,2,2245,/2245/3602/,1,Bubble Flow Meter,NULL
3603,Peristaltic Pumps heads only,2,2276,/2276/3603/,0,peristaltic pump head used on cole parmer and watson marlow pumps,Cole Parmer Watson Marlow pump head
3604,Peristaltic Pumps Drive Only,2,2276,/2276/3604/,1,Peristaltic Pumps Drive Only used on watson marlow cole parmer ,Peristaltic Pumps Drive watson marlow Thermo VWR cole parmer
3605,Peristaltic Pumps Drive Only,2,2276,/2276/3605/,0,Peristaltic Pumps Drive Only used on watson marlow cole parmer ,Peristaltic Pumps Drive watson marlow Thermo VWR cole parmer
3606,Peristaltic Pumps Heads only,2,2276,/2276/3606/,1,peristaltic pump head used on cole parmer and watson marlow pumps,Cole Parmer Watson Marlow pump head
